Country Name,Country Code,Region,IncomeGroup,Year,Production
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2007,68.12
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2007,91.26
"Venezuela, RB",VEN,Latin America & Caribbean,,2007,104.32
Vietnam,VNM,East Asia & Pacific,Lower middle income,2007,77.88
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2007,83.63
Samoa,WSM,East Asia & Pacific,Lower middle income,2007,86.5
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2007,107.45
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,80.97
Zambia,ZMB,Sub-Saharan Africa,Low income,2007,60.63
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2007,121.56
Afghanistan,AFG,South Asia,Low income,2008,73.84
Angola,AGO,Sub-Saharan Africa,Lower middle income,2008,65.6
Albania,ALB,Europe & Central Asia,Upper middle income,2008,70.64
United Arab Emirates,ARE,Middle East & North Africa,High income,2008,188.11
Argentina,ARG,Latin America & Caribbean,Upper middle income,2008,86.86
Armenia,ARM,Europe & Central Asia,Upper middle income,2008,86.58
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,97.63
Australia,AUS,East Asia & Pacific,High income,2008,69.39
Austria,AUT,Europe & Central Asia,High income,2008,120.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,92.48
Burundi,BDI,Sub-Saharan Africa,Low income,2008,95.74
Belgium,BEL,Europe & Central Asia,High income,2008,91.58
Benin,BEN,Sub-Saharan Africa,Lower middle income,2008,72.52
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2008,84.57
Bangladesh,BGD,South Asia,Lower middle income,2008,84.28
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2008,82.73
Bahrain,BHR,Middle East & North Africa,High income,2008,89.99
"Bahamas, The",BHS,Latin America & Caribbean,High income,2008,78.12
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2008,101.68
Belarus,BLR,Europe & Central Asia,Upper middle income,2008,116.71
Belize,BLZ,Latin America & Caribbean,Upper middle income,2008,101.19
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2008,68.33
Brazil,BRA,Latin America & Caribbean,Upper middle income,2008,84.62
Barbados,BRB,Latin America & Caribbean,High income,2008,157.69
Brunei Darussalam,BRN,East Asia & Pacific,High income,2008,82.64
Bhutan,BTN,South Asia,Lower middle income,2008,85.6
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,81.08
Central African Republic,CAF,Sub-Saharan Africa,Low income,2008,97.86
Canada,CAN,North America,High income,2008,82.41
Switzerland,CHE,Europe & Central Asia,High income,2008,102.59
Chile,CHL,Latin America & Caribbean,High income,2008,84.52
China,CHN,East Asia & Pacific,Upper middle income,2008,83.06
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2008,74.46
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2008,67.45
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2008,47.92
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2008,82.35
Colombia,COL,Latin America & Caribbean,Upper middle income,2008,83.43
Comoros,COM,Sub-Saharan Africa,Lower middle income,2008,98.46
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,91.7
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,79.94
Cuba,CUB,Latin America & Caribbean,Upper middle income,2008,95.13
Cyprus,CYP,Europe & Central Asia,High income,2008,110.62
Czechia,CZE,Europe & Central Asia,High income,2008,95.04
Germany,DEU,Europe & Central Asia,High income,2008,100.26
Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,83.01
Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,95.57
Denmark,DNK,Europe & Central Asia,High income,2008,93.03
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,56.18
Algeria,DZA,Middle East & North Africa,Lower middle income,2008,52.87
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,89.94
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2008,95.45
Eritrea,ERI,Sub-Saharan Africa,Low income,2008,61.25
Spain,ESP,Europe & Central Asia,High income,2008,92.77
Estonia,EST,Europe & Central Asia,High income,2008,68.53
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,57.76
Finland,FIN,Europe & Central Asia,High income,2008,107.37
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,139.26
France,FRA,Europe & Central Asia,High income,2008,100.13
Faroe Islands,FRO,Europe & Central Asia,High income,2008,91.95
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2008,80.73
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2008,82.5
United Kingdom,GBR,Europe & Central Asia,High income,2008,100.23
Georgia,GEO,Europe & Central Asia,Upper middle income,2008,97.48
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,74.5
Guinea,GIN,Sub-Saharan Africa,Low income,2008,78.51
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2008,114.21
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,84.87
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,88.97
Greece,GRC,Europe & Central Asia,High income,2008,98.97
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,65.47
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2008,74.54
Guyana,GUY,Latin America & Caribbean,Upper middle income,2008,68.98
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2008,98.39
Honduras,HND,Latin America & Caribbean,Lower middle income,2008,91.29
Croatia,HRV,Europe & Central Asia,High income,2008,109.22
Haiti,HTI,Latin America & Caribbean,Lower middle income,2008,69.72
Hungary,HUN,Europe & Central Asia,High income,2008,104.06
Indonesia,IDN,East Asia & Pacific,Lower middle income,2008,83.77
India,IND,South Asia,Lower middle income,2008,82.83
Ireland,IRL,Europe & Central Asia,High income,2008,94.61
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2008,73.63
Iraq,IRQ,Middle East & North Africa,Upper middle income,2008,104.07
Iceland,ISL,Europe & Central Asia,High income,2008,101.16
Israel,ISR,Middle East & North Africa,High income,2008,92.38
Italy,ITA,Europe & Central Asia,High income,2008,111.51
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2008,96.79
Jordan,JOR,Middle East & North Africa,Upper middle income,2008,65.27
Japan,JPN,East Asia & Pacific,High income,2008,108.5
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2008,69.63
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,83.08
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2008,88.77
Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,70.16
Kiribati,KIR,East Asia & Pacific,Lower middle income,2008,96.83
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2008,92.9
"Korea, Rep.",KOR,East Asia & Pacific,High income,2008,109.74
Kuwait,KWT,Middle East & North Africa,High income,2008,68.56
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2008,46.5
Lebanon,LBN,Middle East & North Africa,Lower middle income,2008,94.14
Liberia,LBR,Sub-Saharan Africa,Low income,2008,99.68
Libya,LBY,Middle East & North Africa,Upper middle income,2008,90.24
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2008,158.86
Sri Lanka,LKA,South Asia,Lower middle income,2008,86.96
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2008,92.48
Lithuania,LTU,Europe & Central Asia,High income,2008,65.16
Luxembourg,LUX,Europe & Central Asia,High income,2008,120.22
Latvia,LVA,Europe & Central Asia,High income,2008,72.69
"Macao SAR, China",MAC,East Asia & Pacific,High income,2008,96.3
Morocco,MAR,Middle East & North Africa,Lower middle income,2008,77.77
Moldova,MDA,Europe & Central Asia,Upper middle income,2008,101.64
Madagascar,MDG,Sub-Saharan Africa,Low income,2008,96.25
Maldives,MDV,South Asia,Upper middle income,2008,128.97
Mexico,MEX,Latin America & Caribbean,Upper middle income,2008,86.89
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2008,130.67
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2008,87.47
Mali,MLI,Sub-Saharan Africa,Low income,2008,63.46
Malta,MLT,Middle East & North Africa,High income,2008,109.58
Myanmar,MMR,East Asia & Pacific,Lower middle income,2008,107.32
Mongolia,MNG,East Asia & Pacific,Lower middle income,2008,63.45
Mozambique,MOZ,Sub-Saharan Africa,Low income,2008,87.12
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2008,62.88
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2008,109.58
Malawi,MWI,Sub-Saharan Africa,Low income,2008,60.25
Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,97.1
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2008,85.81
New Caledonia,NCL,East Asia & Pacific,High income,2008,83.6
Niger,NER,Sub-Saharan Africa,Low income,2008,74.98
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2008,86.48
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2008,78.02
Netherlands,NLD,Europe & Central Asia,High income,2008,95.73
Norway,NOR,Europe & Central Asia,High income,2008,107.08
Nepal,NPL,South Asia,Lower middle income,2008,77.63
Nauru,NRU,East Asia & Pacific,High income,2008,97.4
New Zealand,NZL,East Asia & Pacific,High income,2008,87.77
Oman,OMN,Middle East & North Africa,High income,2008,73.35
Pakistan,PAK,South Asia,Lower middle income,2008,92.86
Panama,PAN,Latin America & Caribbean,High income,2008,114.49
Peru,PER,Latin America & Caribbean,Upper middle income,2008,81.58
Philippines,PHL,East Asia & Pacific,Lower middle income,2008,95.37
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2008,88.85
Poland,POL,Europe & Central Asia,High income,2008,95.02
Puerto Rico,PRI,Latin America & Caribbean,High income,2008,110.63
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2008,101.56
Portugal,PRT,Europe & Central Asia,High income,2008,84.46
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2008,67.93
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2008,143.32
French Polynesia,PYF,East Asia & Pacific,High income,2008,103.96
Qatar,QAT,Middle East & North Africa,High income,2008,89.79
Romania,ROU,Europe & Central Asia,High income,2008,88.13
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2008,89.66
Rwanda,RWA,Sub-Saharan Africa,Low income,2008,103.86
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,135.2
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2008,87.64
Singapore,SGP,East Asia & Pacific,High income,2008,74.91
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,129.2
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2008,72.97
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2008,117.87
Somalia,SOM,Sub-Saharan Africa,Low income,2008,93.44
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2008,103.85
Suriname,SUR,Latin America & Caribbean,Upper middle income,2008,74.46
Slovak Republic,SVK,Europe & Central Asia,High income,2008,100.93
Slovenia,SVN,Europe & Central Asia,High income,2008,98.38
Sweden,SWE,Europe & Central Asia,High income,2008,87.21
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2008,87.48
Seychelles,SYC,Sub-Saharan Africa,High income,2008,93.21
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2008,128.8
Chad,TCD,Sub-Saharan Africa,Low income,2008,64.4
Togo,TGO,Sub-Saharan Africa,Low income,2008,82.0
Thailand,THA,East Asia & Pacific,Upper middle income,2008,89.88
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2008,70.17
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2008,103.95
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2008,116.82
Tonga,TON,East Asia & Pacific,Upper middle income,2008,150.85
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2008,105.24
Tunisia,TUN,Middle East & North Africa,Lower middle income,2008,89.44
Turkiye,TUR,Europe & Central Asia,Upper middle income,2008,89.15
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2008,94.5
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2008,62.85
Uganda,UGA,Sub-Saharan Africa,Low income,2008,89.93
Ukraine,UKR,Europe & Central Asia,Lower middle income,2008,79.62
Uruguay,URY,Latin America & Caribbean,High income,2008,62.03
United States,USA,North America,High income,2008,86.09
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2008,69.94
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2008,91.23
"Venezuela, RB",VEN,Latin America & Caribbean,,2008,102.45
Vietnam,VNM,East Asia & Pacific,Lower middle income,2008,80.82
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2008,84.78
Samoa,WSM,East Asia & Pacific,Lower middle income,2008,89.21
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2008,104.62
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,98.72
Zambia,ZMB,Sub-Saharan Africa,Low income,2008,67.6
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2008,103.2
Afghanistan,AFG,South Asia,Low income,2009,93.14
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,86.42
Albania,ALB,Europe & Central Asia,Upper middle income,2009,75.19
United Arab Emirates,ARE,Middle East & North Africa,High income,2009,180.16
Argentina,ARG,Latin America & Caribbean,Upper middle income,2009,61.72
Armenia,ARM,Europe & Central Asia,Upper middle income,2009,87.24
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2009,99.36
Australia,AUS,East Asia & Pacific,High income,2009,84.71
Austria,AUT,Europe & Central Asia,High income,2009,112.19
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,95.19
Burundi,BDI,Sub-Saharan Africa,Low income,2009,90.85
Belgium,BEL,Europe & Central Asia,High income,2009,98.8
Benin,BEN,Sub-Saharan Africa,Lower middle income,2009,74.96
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2009,70.62
Bangladesh,BGD,South Asia,Lower middle income,2009,84.83
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2009,75.48
Bahrain,BHR,Middle East & North Africa,High income,2009,89.59
"Bahamas, The",BHS,Latin America & Caribbean,High income,2009,71.86
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2009,104.92
Belarus,BLR,Europe & Central Asia,Upper middle income,2009,108.38
Belize,BLZ,Latin America & Caribbean,Upper middle income,2009,101.02
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2009,81.16
Brazil,BRA,Latin America & Caribbean,Upper middle income,2009,82.38
Barbados,BRB,Latin America & Caribbean,High income,2009,174.82
Brunei Darussalam,BRN,East Asia & Pacific,High income,2009,85.34
Bhutan,BTN,South Asia,Lower middle income,2009,84.56
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,81.25
Central African Republic,CAF,Sub-Saharan Africa,Low income,2009,101.42
Canada,CAN,North America,High income,2009,80.15
Switzerland,CHE,Europe & Central Asia,High income,2009,109.82
Chile,CHL,Latin America & Caribbean,High income,2009,86.65
China,CHN,East Asia & Pacific,Upper middle income,2009,84.55
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2009,69.42
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,72.78
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2009,48.3
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2009,85.48
Colombia,COL,Latin America & Caribbean,Upper middle income,2009,79.68
Comoros,COM,Sub-Saharan Africa,Lower middle income,2009,98.98
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2009,89.94
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2009,80.81
Cuba,CUB,Latin America & Caribbean,Upper middle income,2009,97.69
Cyprus,CYP,Europe & Central Asia,High income,2009,108.92
Czechia,CZE,Europe & Central Asia,High income,2009,91.46
Germany,DEU,Europe & Central Asia,High income,2009,103.7
Djibouti,DJI,Middle East & North Africa,Lower middle income,2009,86.32
Dominica,DMA,Latin America & Caribbean,Upper middle income,2009,99.37
Denmark,DNK,Europe & Central Asia,High income,2009,100.47
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,65.02
Algeria,DZA,Middle East & North Africa,Lower middle income,2009,72.36
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,97.56
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2009,96.06
Eritrea,ERI,Sub-Saharan Africa,Low income,2009,84.34
Spain,ESP,Europe & Central Asia,High income,2009,94.21
Estonia,EST,Europe & Central Asia,High income,2009,73.17
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,65.63
Finland,FIN,Europe & Central Asia,High income,2009,113.68
Fiji,FJI,East Asia & Pacific,Upper middle income,2009,133.01
France,FRA,Europe & Central Asia,High income,2009,102.85
Faroe Islands,FRO,Europe & Central Asia,High income,2009,92.21
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2009,80.44
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2009,82.75
United Kingdom,GBR,Europe & Central Asia,High income,2009,96.2
Georgia,GEO,Europe & Central Asia,Upper middle income,2009,91.44
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,82.17
Guinea,GIN,Sub-Saharan Africa,Low income,2009,77.57
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2009,137.58
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2009,85.98
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2009,88.86
Greece,GRC,Europe & Central Asia,High income,2009,100.14
Grenada,GRD,Latin America & Caribbean,Upper middle income,2009,66.6
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2009,79.61
Guyana,GUY,Latin America & Caribbean,Upper middle income,2009,74.5
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2009,97.81
Honduras,HND,Latin America & Caribbean,Lower middle income,2009,92.47
Croatia,HRV,Europe & Central Asia,High income,2009,104.81
Haiti,HTI,Latin America & Caribbean,Lower middle income,2009,82.49
